updated_type,updated_subtype,longitude,latitude,hour,count
ACCIDENT,Major,-87.9,41.98,14:00,1
ACCIDENT,Major,-87.9,41.98,15:00,2
ACCIDENT,Major,-87.9,41.98,20:00,1
ACCIDENT,Major,-87.89,41.98,02:00,1
ACCIDENT,Major,-87.89,41.98,19:00,1
ACCIDENT,Major,-87.89,41.98,20:00,1
ACCIDENT,Major,-87.89,41.99,06:00,1
ACCIDENT,Major,-87.88,41.96,07:00,1
ACCIDENT,Major,-87.88,41.98,00:00,3
ACCIDENT,Major,-87.88,41.98,01:00,1
ACCIDENT,Major,-87.88,41.98,02:00,1
ACCIDENT,Major,-87.88,41.98,05:00,1
ACCIDENT,Major,-87.88,41.98,12:00,1
ACCIDENT,Major,-87.88,41.98,14:00,1
ACCIDENT,Major,-87.88,41.98,17:00,2
ACCIDENT,Major,-87.88,41.98,18:00,2
ACCIDENT,Major,-87.88,41.98,19:00,2
ACCIDENT,Major,-87.88,41.98,21:00,2
ACCIDENT,Major,-87.88,41.98,22:00,1
ACCIDENT,Major,-87.88,41.98,23:00,2
ACCIDENT,Major,-87.88,41.99,12:00,1
ACCIDENT,Major,-87.88,41.99,16:00,2
ACCIDENT,Major,-87.85,41.97,11:00,1
ACCIDENT,Major,-87.85,41.98,02:00,1
ACCIDENT,Major,-87.85,41.98,20:00,2
ACCIDENT,Major,-87.85,41.98,21:00,1
ACCIDENT,Major,-87.85,41.98,22:00,1
ACCIDENT,Major,-87.85,41.98,23:00,1
ACCIDENT,Major,-87.84,41.94,22:00,1
ACCIDENT,Major,-87.84,41.95,22:00,2
ACCIDENT,Major,-87.84,41.96,23:00,1
ACCIDENT,Major,-87.84,41.98,00:00,1
ACCIDENT,Major,-87.84,41.98,05:00,1
ACCIDENT,Major,-87.84,41.98,10:00,1
ACCIDENT,Major,-87.84,41.98,11:00,1
ACCIDENT,Major,-87.84,41.98,14:00,2
ACCIDENT,Major,-87.84,41.98,20:00,1
ACCIDENT,Major,-87.84,41.98,21:00,4
ACCIDENT,Major,-87.84,41.98,22:00,3
ACCIDENT,Major,-87.84,41.99,23:00,1
ACCIDENT,Major,-87.83,41.94,09:00,1
ACCIDENT,Major,-87.83,41.98,00:00,1
ACCIDENT,Major,-87.83,41.98,01:00,2
ACCIDENT,Major,-87.83,41.98,04:00,2
ACCIDENT,Major,-87.83,41.98,10:00,1
ACCIDENT,Major,-87.83,41.98,11:00,1
ACCIDENT,Major,-87.83,41.98,15:00,4
ACCIDENT,Major,-87.83,41.98,18:00,1
ACCIDENT,Major,-87.83,41.98,19:00,1
ACCIDENT,Major,-87.83,41.98,20:00,1
ACCIDENT,Major,-87.83,41.98,21:00,1
ACCIDENT,Major,-87.83,41.98,23:00,2
ACCIDENT,Major,-87.82,41.98,00:00,1
ACCIDENT,Major,-87.82,41.98,01:00,1
ACCIDENT,Major,-87.82,41.98,03:00,1
ACCIDENT,Major,-87.82,41.98,04:00,1
ACCIDENT,Major,-87.82,41.98,05:00,3
ACCIDENT,Major,-87.82,41.98,09:00,1
ACCIDENT,Major,-87.82,41.98,11:00,1
ACCIDENT,Major,-87.82,41.98,12:00,5
ACCIDENT,Major,-87.82,41.98,15:00,1
ACCIDENT,Major,-87.82,41.98,17:00,1
ACCIDENT,Major,-87.82,41.98,19:00,1
ACCIDENT,Major,-87.82,41.98,20:00,2
ACCIDENT,Major,-87.82,41.98,21:00,7
ACCIDENT,Major,-87.82,41.98,22:00,2
ACCIDENT,Major,-87.82,42.01,15:00,1
ACCIDENT,Major,-87.82,42.01,22:00,1
ACCIDENT,Major,-87.81,41.94,22:00,1
ACCIDENT,Major,-87.81,41.98,00:00,7
ACCIDENT,Major,-87.81,41.98,01:00,2
ACCIDENT,Major,-87.81,41.98,02:00,1
ACCIDENT,Major,-87.81,41.98,03:00,1
ACCIDENT,Major,-87.81,41.98,04:00,2
ACCIDENT,Major,-87.81,41.98,13:00,1
ACCIDENT,Major,-87.81,41.98,16:00,2
ACCIDENT,Major,-87.81,41.98,17:00,3
ACCIDENT,Major,-87.81,41.98,18:00,2
ACCIDENT,Major,-87.81,41.98,19:00,2
ACCIDENT,Major,-87.81,41.98,20:00,2
ACCIDENT,Major,-87.81,41.98,21:00,2
ACCIDENT,Major,-87.81,41.98,22:00,6
ACCIDENT,Major,-87.81,41.98,23:00,7
ACCIDENT,Major,-87.81,42.0,00:00,1
ACCIDENT,Major,-87.81,42.02,03:00,1
ACCIDENT,Major,-87.8,41.77,11:00,1
ACCIDENT,Major,-87.8,41.77,22:00,1
ACCIDENT,Major,-87.8,41.78,06:00,1
ACCIDENT,Major,-87.8,41.79,00:00,1
ACCIDENT,Major,-87.8,41.79,18:00,2
ACCIDENT,Major,-87.8,41.79,20:00,2
ACCIDENT,Major,-87.8,41.79,22:00,1
ACCIDENT,Major,-87.8,41.79,23:00,1
ACCIDENT,Major,-87.8,41.8,00:00,1
ACCIDENT,Major,-87.8,41.8,01:00,1
ACCIDENT,Major,-87.8,41.8,21:00,2
ACCIDENT,Major,-87.8,41.92,14:00,1
ACCIDENT,Major,-87.8,41.92,20:00,1
ACCIDENT,Major,-87.8,41.98,03:00,1
ACCIDENT,Major,-87.8,41.98,04:00,2
ACCIDENT,Major,-87.8,41.98,06:00,1
ACCIDENT,Major,-87.8,41.98,09:00,1
ACCIDENT,Major,-87.8,41.98,10:00,3
ACCIDENT,Major,-87.8,41.98,12:00,2
ACCIDENT,Major,-87.8,41.98,13:00,1
ACCIDENT,Major,-87.8,41.98,14:00,1
ACCIDENT,Major,-87.8,41.98,17:00,1
ACCIDENT,Major,-87.8,41.98,18:00,3
ACCIDENT,Major,-87.8,41.98,19:00,5
ACCIDENT,Major,-87.8,41.98,20:00,7
ACCIDENT,Major,-87.8,41.98,21:00,4
ACCIDENT,Major,-87.8,41.98,22:00,1
ACCIDENT,Major,-87.8,41.98,23:00,2
ACCIDENT,Major,-87.79,41.8,11:00,1
ACCIDENT,Major,-87.79,41.8,12:00,1
ACCIDENT,Major,-87.79,41.8,13:00,1
ACCIDENT,Major,-87.79,41.8,16:00,1
ACCIDENT,Major,-87.79,41.93,11:00,1
ACCIDENT,Major,-87.79,41.94,23:00,1
ACCIDENT,Major,-87.79,41.97,00:00,1
ACCIDENT,Major,-87.79,41.97,19:00,1
ACCIDENT,Major,-87.79,41.98,00:00,3
ACCIDENT,Major,-87.79,41.98,03:00,1
ACCIDENT,Major,-87.79,41.98,04:00,1
ACCIDENT,Major,-87.79,41.98,05:00,1
ACCIDENT,Major,-87.79,41.98,07:00,1
ACCIDENT,Major,-87.79,41.98,10:00,1
ACCIDENT,Major,-87.79,41.98,11:00,5
ACCIDENT,Major,-87.79,41.98,12:00,2
ACCIDENT,Major,-87.79,41.98,13:00,1
ACCIDENT,Major,-87.79,41.98,14:00,5
ACCIDENT,Major,-87.79,41.98,15:00,1
ACCIDENT,Major,-87.79,41.98,16:00,2
ACCIDENT,Major,-87.79,41.98,17:00,6
ACCIDENT,Major,-87.79,41.98,18:00,5
ACCIDENT,Major,-87.79,41.98,19:00,8
ACCIDENT,Major,-87.79,41.98,20:00,6
ACCIDENT,Major,-87.79,41.98,21:00,6
ACCIDENT,Major,-87.79,41.98,22:00,7
ACCIDENT,Major,-87.79,41.98,23:00,10
ACCIDENT,Major,-87.79,41.99,20:00,1
ACCIDENT,Major,-87.79,41.99,22:00,2
ACCIDENT,Major,-87.79,42.0,03:00,1
ACCIDENT,Major,-87.79,42.0,22:00,2
ACCIDENT,Major,-87.79,42.0,23:00,1
ACCIDENT,Major,-87.78,41.79,20:00,1
ACCIDENT,Major,-87.78,41.87,00:00,4
ACCIDENT,Major,-87.78,41.87,01:00,1
ACCIDENT,Major,-87.78,41.87,02:00,1
ACCIDENT,Major,-87.78,41.87,03:00,1
ACCIDENT,Major,-87.78,41.87,11:00,3
ACCIDENT,Major,-87.78,41.87,12:00,3
ACCIDENT,Major,-87.78,41.87,13:00,2
ACCIDENT,Major,-87.78,41.87,14:00,4
ACCIDENT,Major,-87.78,41.87,16:00,1
ACCIDENT,Major,-87.78,41.87,17:00,2
ACCIDENT,Major,-87.78,41.87,18:00,3
ACCIDENT,Major,-87.78,41.87,19:00,5
ACCIDENT,Major,-87.78,41.87,21:00,3
ACCIDENT,Major,-87.78,41.87,22:00,1
ACCIDENT,Major,-87.78,41.87,23:00,2
ACCIDENT,Major,-87.78,41.91,06:00,1
ACCIDENT,Major,-87.78,41.92,13:00,1
ACCIDENT,Major,-87.78,41.94,22:00,1
ACCIDENT,Major,-87.78,41.95,19:00,1
ACCIDENT,Major,-87.78,41.96,03:00,1
ACCIDENT,Major,-87.78,41.98,02:00,1
ACCIDENT,Major,-87.78,41.98,05:00,5
ACCIDENT,Major,-87.78,41.98,06:00,2
ACCIDENT,Major,-87.78,41.98,08:00,1
ACCIDENT,Major,-87.78,41.98,09:00,1
ACCIDENT,Major,-87.78,41.98,11:00,3
ACCIDENT,Major,-87.78,41.98,12:00,4
ACCIDENT,Major,-87.78,41.98,13:00,1
ACCIDENT,Major,-87.78,41.98,14:00,3
ACCIDENT,Major,-87.78,41.98,15:00,3
ACCIDENT,Major,-87.78,41.98,16:00,1
ACCIDENT,Major,-87.78,41.98,17:00,2
ACCIDENT,Major,-87.78,41.98,18:00,2
ACCIDENT,Major,-87.78,41.98,19:00,4
ACCIDENT,Major,-87.78,41.98,20:00,3
ACCIDENT,Major,-87.78,41.98,21:00,3
ACCIDENT,Major,-87.78,41.98,22:00,2
ACCIDENT,Major,-87.78,41.98,23:00,1
ACCIDENT,Major,-87.78,41.99,23:00,1
ACCIDENT,Major,-87.78,42.0,21:00,1
ACCIDENT,Major,-87.78,42.0,22:00,1
ACCIDENT,Major,-87.78,42.0,23:00,1
ACCIDENT,Major,-87.77,41.78,22:00,1
ACCIDENT,Major,-87.77,41.79,05:00,1
ACCIDENT,Major,-87.77,41.87,00:00,2
ACCIDENT,Major,-87.77,41.87,01:00,1
ACCIDENT,Major,-87.77,41.87,02:00,5
ACCIDENT,Major,-87.77,41.87,03:00,3
ACCIDENT,Major,-87.77,41.87,04:00,1
ACCIDENT,Major,-87.77,41.87,05:00,4
ACCIDENT,Major,-87.77,41.87,07:00,1
ACCIDENT,Major,-87.77,41.87,08:00,2
ACCIDENT,Major,-87.77,41.87,09:00,1
ACCIDENT,Major,-87.77,41.87,10:00,2
ACCIDENT,Major,-87.77,41.87,12:00,3
ACCIDENT,Major,-87.77,41.87,13:00,3
ACCIDENT,Major,-87.77,41.87,14:00,2
ACCIDENT,Major,-87.77,41.87,17:00,1
ACCIDENT,Major,-87.77,41.87,18:00,3
ACCIDENT,Major,-87.77,41.87,19:00,2
ACCIDENT,Major,-87.77,41.87,20:00,3
ACCIDENT,Major,-87.77,41.87,21:00,2
ACCIDENT,Major,-87.77,41.87,23:00,2
ACCIDENT,Major,-87.77,41.88,18:00,1
ACCIDENT,Major,-87.77,41.89,18:00,1
ACCIDENT,Major,-87.77,41.91,21:00,1
ACCIDENT,Major,-87.77,41.92,15:00,1
ACCIDENT,Major,-87.77,41.93,17:00,1
ACCIDENT,Major,-87.77,41.93,22:00,1
ACCIDENT,Major,-87.77,41.97,00:00,5
ACCIDENT,Major,-87.77,41.97,01:00,3
ACCIDENT,Major,-87.77,41.97,10:00,2
ACCIDENT,Major,-87.77,41.97,11:00,1
ACCIDENT,Major,-87.77,41.97,12:00,2
ACCIDENT,Major,-87.77,41.97,13:00,1
ACCIDENT,Major,-87.77,41.97,14:00,2
ACCIDENT,Major,-87.77,41.97,15:00,4
ACCIDENT,Major,-87.77,41.97,16:00,3
ACCIDENT,Major,-87.77,41.97,17:00,3
ACCIDENT,Major,-87.77,41.97,18:00,8
ACCIDENT,Major,-87.77,41.97,19:00,1
ACCIDENT,Major,-87.77,41.97,20:00,2
ACCIDENT,Major,-87.77,41.97,21:00,4
ACCIDENT,Major,-87.77,41.97,22:00,5
ACCIDENT,Major,-87.77,41.97,23:00,3
ACCIDENT,Major,-87.77,41.98,01:00,1
ACCIDENT,Major,-87.77,41.98,10:00,1
ACCIDENT,Major,-87.77,41.98,12:00,2
ACCIDENT,Major,-87.77,41.98,14:00,1
ACCIDENT,Major,-87.77,41.98,16:00,1
ACCIDENT,Major,-87.77,41.98,17:00,4
ACCIDENT,Major,-87.77,41.98,18:00,2
ACCIDENT,Major,-87.77,41.98,19:00,3
ACCIDENT,Major,-87.77,41.98,20:00,4
ACCIDENT,Major,-87.77,41.98,21:00,2
ACCIDENT,Major,-87.77,41.98,22:00,2
ACCIDENT,Major,-87.77,41.98,23:00,2
ACCIDENT,Major,-87.77,42.0,15:00,2
ACCIDENT,Major,-87.77,42.0,20:00,1
ACCIDENT,Major,-87.77,42.0,21:00,1
ACCIDENT,Major,-87.76,41.78,22:00,1
ACCIDENT,Major,-87.76,41.79,22:00,1
ACCIDENT,Major,-87.76,41.8,15:00,1
ACCIDENT,Major,-87.76,41.8,23:00,1
ACCIDENT,Major,-87.76,41.81,10:00,1
ACCIDENT,Major,-87.76,41.81,13:00,3
ACCIDENT,Major,-87.76,41.81,14:00,1
ACCIDENT,Major,-87.76,41.81,17:00,1
ACCIDENT,Major,-87.76,41.81,18:00,1
ACCIDENT,Major,-87.76,41.81,19:00,1
ACCIDENT,Major,-87.76,41.81,20:00,2
ACCIDENT,Major,-87.76,41.81,23:00,1
ACCIDENT,Major,-87.76,41.87,00:00,3
ACCIDENT,Major,-87.76,41.87,02:00,4
ACCIDENT,Major,-87.76,41.87,03:00,3
ACCIDENT,Major,-87.76,41.87,04:00,1
ACCIDENT,Major,-87.76,41.87,05:00,2
ACCIDENT,Major,-87.76,41.87,07:00,2
ACCIDENT,Major,-87.76,41.87,08:00,3
ACCIDENT,Major,-87.76,41.87,09:00,1
ACCIDENT,Major,-87.76,41.87,11:00,3
ACCIDENT,Major,-87.76,41.87,12:00,4
ACCIDENT,Major,-87.76,41.87,13:00,3
ACCIDENT,Major,-87.76,41.87,14:00,3
ACCIDENT,Major,-87.76,41.87,15:00,3
ACCIDENT,Major,-87.76,41.87,16:00,1
ACCIDENT,Major,-87.76,41.87,17:00,6
ACCIDENT,Major,-87.76,41.87,18:00,6
ACCIDENT,Major,-87.76,41.87,19:00,5
ACCIDENT,Major,-87.76,41.87,20:00,1
ACCIDENT,Major,-87.76,41.87,21:00,8
ACCIDENT,Major,-87.76,41.87,22:00,5
ACCIDENT,Major,-87.76,41.87,23:00,9
ACCIDENT,Major,-87.76,41.88,21:00,2
ACCIDENT,Major,-87.76,41.91,17:00,1
ACCIDENT,Major,-87.76,41.91,19:00,1
ACCIDENT,Major,-87.76,41.92,01:00,1
ACCIDENT,Major,-87.76,41.92,13:00,1
ACCIDENT,Major,-87.76,41.92,17:00,1
ACCIDENT,Major,-87.76,41.94,03:00,1
ACCIDENT,Major,-87.76,41.94,11:00,1
ACCIDENT,Major,-87.76,41.95,21:00,1
ACCIDENT,Major,-87.76,41.96,21:00,1
ACCIDENT,Major,-87.76,41.97,00:00,4
ACCIDENT,Major,-87.76,41.97,02:00,1
ACCIDENT,Major,-87.76,41.97,03:00,2
ACCIDENT,Major,-87.76,41.97,04:00,2
ACCIDENT,Major,-87.76,41.97,06:00,1
ACCIDENT,Major,-87.76,41.97,11:00,7
ACCIDENT,Major,-87.76,41.97,12:00,5
ACCIDENT,Major,-87.76,41.97,13:00,4
ACCIDENT,Major,-87.76,41.97,14:00,9
ACCIDENT,Major,-87.76,41.97,15:00,6
ACCIDENT,Major,-87.76,41.97,16:00,11
ACCIDENT,Major,-87.76,41.97,17:00,6
ACCIDENT,Major,-87.76,41.97,18:00,4
ACCIDENT,Major,-87.76,41.97,19:00,4
ACCIDENT,Major,-87.76,41.97,20:00,6
ACCIDENT,Major,-87.76,41.97,21:00,7
ACCIDENT,Major,-87.76,41.97,22:00,4
ACCIDENT,Major,-87.76,41.97,23:00,5
ACCIDENT,Major,-87.76,41.99,13:00,1
ACCIDENT,Major,-87.76,42.0,23:00,1
ACCIDENT,Major,-87.75,41.79,19:00,1
ACCIDENT,Major,-87.75,41.82,03:00,1
ACCIDENT,Major,-87.75,41.82,07:00,1
ACCIDENT,Major,-87.75,41.82,11:00,3
ACCIDENT,Major,-87.75,41.82,14:00,1
ACCIDENT,Major,-87.75,41.82,19:00,2
ACCIDENT,Major,-87.75,41.82,20:00,1
ACCIDENT,Major,-87.75,41.87,00:00,2
ACCIDENT,Major,-87.75,41.87,01:00,2
ACCIDENT,Major,-87.75,41.87,04:00,2
ACCIDENT,Major,-87.75,41.87,05:00,1
ACCIDENT,Major,-87.75,41.87,08:00,3
ACCIDENT,Major,-87.75,41.87,10:00,1
ACCIDENT,Major,-87.75,41.87,11:00,2
ACCIDENT,Major,-87.75,41.87,12:00,3
ACCIDENT,Major,-87.75,41.87,13:00,1
ACCIDENT,Major,-87.75,41.87,15:00,1
ACCIDENT,Major,-87.75,41.87,16:00,1
ACCIDENT,Major,-87.75,41.87,17:00,1
ACCIDENT,Major,-87.75,41.87,18:00,4
ACCIDENT,Major,-87.75,41.87,19:00,5
ACCIDENT,Major,-87.75,41.87,20:00,4
ACCIDENT,Major,-87.75,41.87,21:00,4
ACCIDENT,Major,-87.75,41.87,22:00,4
ACCIDENT,Major,-87.75,41.87,23:00,5
ACCIDENT,Major,-87.75,41.88,13:00,2
ACCIDENT,Major,-87.75,41.9,17:00,1
ACCIDENT,Major,-87.75,41.9,20:00,2
ACCIDENT,Major,-87.75,41.9,22:00,1
ACCIDENT,Major,-87.75,41.91,18:00,1
ACCIDENT,Major,-87.75,41.91,23:00,1
ACCIDENT,Major,-87.75,41.92,04:00,1
ACCIDENT,Major,-87.75,41.93,19:00,1
ACCIDENT,Major,-87.75,41.95,02:00,1
ACCIDENT,Major,-87.75,41.95,13:00,1
ACCIDENT,Major,-87.75,41.95,14:00,1
ACCIDENT,Major,-87.75,41.95,21:00,1
ACCIDENT,Major,-87.75,41.96,03:00,1
ACCIDENT,Major,-87.75,41.96,05:00,1
ACCIDENT,Major,-87.75,41.96,12:00,1
ACCIDENT,Major,-87.75,41.96,13:00,7
ACCIDENT,Major,-87.75,41.96,14:00,2
ACCIDENT,Major,-87.75,41.96,15:00,1
ACCIDENT,Major,-87.75,41.96,17:00,5
ACCIDENT,Major,-87.75,41.96,18:00,1
ACCIDENT,Major,-87.75,41.96,19:00,4
ACCIDENT,Major,-87.75,41.96,20:00,2
ACCIDENT,Major,-87.75,41.96,21:00,2
ACCIDENT,Major,-87.75,41.96,22:00,1
ACCIDENT,Major,-87.75,41.97,00:00,4
ACCIDENT,Major,-87.75,41.97,01:00,2
ACCIDENT,Major,-87.75,41.97,02:00,2
ACCIDENT,Major,-87.75,41.97,04:00,2
ACCIDENT,Major,-87.75,41.97,05:00,1
ACCIDENT,Major,-87.75,41.97,10:00,1
ACCIDENT,Major,-87.75,41.97,11:00,3
ACCIDENT,Major,-87.75,41.97,12:00,4
ACCIDENT,Major,-87.75,41.97,13:00,2
ACCIDENT,Major,-87.75,41.97,14:00,2
ACCIDENT,Major,-87.75,41.97,15:00,2
ACCIDENT,Major,-87.75,41.97,16:00,2
ACCIDENT,Major,-87.75,41.97,17:00,7
ACCIDENT,Major,-87.75,41.97,18:00,6
ACCIDENT,Major,-87.75,41.97,19:00,5
ACCIDENT,Major,-87.75,41.97,20:00,5
ACCIDENT,Major,-87.75,41.97,21:00,6
ACCIDENT,Major,-87.75,41.97,22:00,4
ACCIDENT,Major,-87.75,41.97,23:00,3
ACCIDENT,Major,-87.75,41.98,00:00,2
ACCIDENT,Major,-87.75,41.98,01:00,3
ACCIDENT,Major,-87.75,41.98,03:00,2
ACCIDENT,Major,-87.75,41.98,06:00,2
ACCIDENT,Major,-87.75,41.98,07:00,2
ACCIDENT,Major,-87.75,41.98,11:00,3
ACCIDENT,Major,-87.75,41.98,13:00,2
ACCIDENT,Major,-87.75,41.98,15:00,4
ACCIDENT,Major,-87.75,41.98,16:00,2
ACCIDENT,Major,-87.75,41.98,17:00,4
ACCIDENT,Major,-87.75,41.98,18:00,6
ACCIDENT,Major,-87.75,41.98,19:00,7
ACCIDENT,Major,-87.75,41.98,20:00,8
ACCIDENT,Major,-87.75,41.98,21:00,7
ACCIDENT,Major,-87.75,41.98,22:00,4
ACCIDENT,Major,-87.75,41.98,23:00,1
ACCIDENT,Major,-87.75,41.99,00:00,5
ACCIDENT,Major,-87.75,41.99,01:00,1
ACCIDENT,Major,-87.75,41.99,03:00,1
ACCIDENT,Major,-87.75,41.99,04:00,1
ACCIDENT,Major,-87.75,41.99,05:00,1
ACCIDENT,Major,-87.75,41.99,06:00,1
ACCIDENT,Major,-87.75,41.99,07:00,1
ACCIDENT,Major,-87.75,41.99,12:00,3
ACCIDENT,Major,-87.75,41.99,13:00,2
ACCIDENT,Major,-87.75,41.99,16:00,1
ACCIDENT,Major,-87.75,41.99,18:00,1
ACCIDENT,Major,-87.75,41.99,20:00,3
ACCIDENT,Major,-87.75,41.99,21:00,4
ACCIDENT,Major,-87.75,41.99,22:00,1
ACCIDENT,Major,-87.75,42.0,12:00,1
ACCIDENT,Major,-87.74,41.74,01:00,1
ACCIDENT,Major,-87.74,41.74,22:00,1
ACCIDENT,Major,-87.74,41.75,01:00,1
ACCIDENT,Major,-87.74,41.75,16:00,1
ACCIDENT,Major,-87.74,41.75,21:00,1
ACCIDENT,Major,-87.74,41.75,22:00,1
ACCIDENT,Major,-87.74,41.77,22:00,1
ACCIDENT,Major,-87.74,41.78,00:00,1
ACCIDENT,Major,-87.74,41.78,03:00,1
ACCIDENT,Major,-87.74,41.78,04:00,1
ACCIDENT,Major,-87.74,41.79,01:00,1
ACCIDENT,Major,-87.74,41.79,03:00,1
ACCIDENT,Major,-87.74,41.79,05:00,1
ACCIDENT,Major,-87.74,41.79,09:00,1
ACCIDENT,Major,-87.74,41.79,17:00,1
ACCIDENT,Major,-87.74,41.79,23:00,1
ACCIDENT,Major,-87.74,41.8,03:00,1
ACCIDENT,Major,-87.74,41.8,20:00,1
ACCIDENT,Major,-87.74,41.8,22:00,1
ACCIDENT,Major,-87.74,41.81,00:00,1
ACCIDENT,Major,-87.74,41.81,05:00,1
ACCIDENT,Major,-87.74,41.81,06:00,1
ACCIDENT,Major,-87.74,41.81,20:00,1
ACCIDENT,Major,-87.74,41.81,21:00,1
ACCIDENT,Major,-87.74,41.82,00:00,3
ACCIDENT,Major,-87.74,41.82,01:00,2
ACCIDENT,Major,-87.74,41.82,02:00,1
ACCIDENT,Major,-87.74,41.82,04:00,1
ACCIDENT,Major,-87.74,41.82,06:00,1
ACCIDENT,Major,-87.74,41.82,07:00,2
ACCIDENT,Major,-87.74,41.82,09:00,1
ACCIDENT,Major,-87.74,41.82,11:00,5
ACCIDENT,Major,-87.74,41.82,12:00,4
ACCIDENT,Major,-87.74,41.82,13:00,6
ACCIDENT,Major,-87.74,41.82,14:00,5
ACCIDENT,Major,-87.74,41.82,15:00,5
ACCIDENT,Major,-87.74,41.82,16:00,2
ACCIDENT,Major,-87.74,41.82,17:00,5
ACCIDENT,Major,-87.74,41.82,18:00,2
ACCIDENT,Major,-87.74,41.82,19:00,4
ACCIDENT,Major,-87.74,41.82,20:00,2
ACCIDENT,Major,-87.74,41.82,21:00,8
ACCIDENT,Major,-87.74,41.82,22:00,4
ACCIDENT,Major,-87.74,41.82,23:00,4
ACCIDENT,Major,-87.74,41.87,03:00,2
ACCIDENT,Major,-87.74,41.87,05:00,2
ACCIDENT,Major,-87.74,41.87,06:00,1
ACCIDENT,Major,-87.74,41.87,07:00,2
ACCIDENT,Major,-87.74,41.87,09:00,3
ACCIDENT,Major,-87.74,41.87,10:00,1
ACCIDENT,Major,-87.74,41.87,11:00,5
ACCIDENT,Major,-87.74,41.87,12:00,6
ACCIDENT,Major,-87.74,41.87,13:00,2
ACCIDENT,Major,-87.74,41.87,14:00,5
ACCIDENT,Major,-87.74,41.87,16:00,2
ACCIDENT,Major,-87.74,41.87,17:00,4
ACCIDENT,Major,-87.74,41.87,18:00,2
ACCIDENT,Major,-87.74,41.87,19:00,3
ACCIDENT,Major,-87.74,41.87,20:00,4
ACCIDENT,Major,-87.74,41.87,21:00,8
ACCIDENT,Major,-87.74,41.87,22:00,5
ACCIDENT,Major,-87.74,41.87,23:00,4
ACCIDENT,Major,-87.74,41.89,22:00,1
ACCIDENT,Major,-87.74,41.93,03:00,1
ACCIDENT,Major,-87.74,41.95,02:00,1
ACCIDENT,Major,-87.74,41.95,07:00,1
ACCIDENT,Major,-87.74,41.95,23:00,1
ACCIDENT,Major,-87.74,41.96,01:00,1
ACCIDENT,Major,-87.74,41.96,04:00,2
ACCIDENT,Major,-87.74,41.96,05:00,6
ACCIDENT,Major,-87.74,41.96,07:00,1
ACCIDENT,Major,-87.74,41.96,09:00,1
ACCIDENT,Major,-87.74,41.96,12:00,4
ACCIDENT,Major,-87.74,41.96,13:00,4
ACCIDENT,Major,-87.74,41.96,14:00,1
ACCIDENT,Major,-87.74,41.96,17:00,2
ACCIDENT,Major,-87.74,41.96,18:00,2
ACCIDENT,Major,-87.74,41.96,19:00,3
ACCIDENT,Major,-87.74,41.96,20:00,3
ACCIDENT,Major,-87.74,41.96,21:00,6
ACCIDENT,Major,-87.74,41.96,22:00,1
ACCIDENT,Major,-87.74,41.96,23:00,4
ACCIDENT,Major,-87.74,41.97,18:00,1
ACCIDENT,Major,-87.74,41.98,20:00,1
ACCIDENT,Major,-87.73,41.74,17:00,1
ACCIDENT,Major,-87.73,41.75,16:00,1
ACCIDENT,Major,-87.73,41.78,22:00,1
ACCIDENT,Major,-87.73,41.78,23:00,1
ACCIDENT,Major,-87.73,41.8,12:00,1
ACCIDENT,Major,-87.73,41.81,09:00,1
ACCIDENT,Major,-87.73,41.81,20:00,2
ACCIDENT,Major,-87.73,41.82,00:00,2
ACCIDENT,Major,-87.73,41.82,03:00,1
ACCIDENT,Major,-87.73,41.82,06:00,1
ACCIDENT,Major,-87.73,41.82,07:00,1
ACCIDENT,Major,-87.73,41.82,11:00,1
ACCIDENT,Major,-87.73,41.82,12:00,3
ACCIDENT,Major,-87.73,41.82,13:00,3
ACCIDENT,Major,-87.73,41.82,14:00,3
ACCIDENT,Major,-87.73,41.82,15:00,1
ACCIDENT,Major,-87.73,41.82,16:00,2
ACCIDENT,Major,-87.73,41.82,17:00,2
ACCIDENT,Major,-87.73,41.82,19:00,5
ACCIDENT,Major,-87.73,41.82,20:00,7
ACCIDENT,Major,-87.73,41.82,22:00,2
ACCIDENT,Major,-87.73,41.83,15:00,1
ACCIDENT,Major,-87.73,41.84,20:00,1
ACCIDENT,Major,-87.73,41.85,00:00,1
ACCIDENT,Major,-87.73,41.87,00:00,1
ACCIDENT,Major,-87.73,41.87,01:00,3
ACCIDENT,Major,-87.73,41.87,03:00,3
ACCIDENT,Major,-87.73,41.87,04:00,2
ACCIDENT,Major,-87.73,41.87,05:00,1
ACCIDENT,Major,-87.73,41.87,06:00,2
ACCIDENT,Major,-87.73,41.87,07:00,1
ACCIDENT,Major,-87.73,41.87,08:00,1
ACCIDENT,Major,-87.73,41.87,09:00,3
ACCIDENT,Major,-87.73,41.87,10:00,1
ACCIDENT,Major,-87.73,41.87,11:00,2
ACCIDENT,Major,-87.73,41.87,12:00,5
ACCIDENT,Major,-87.73,41.87,13:00,3
ACCIDENT,Major,-87.73,41.87,14:00,2
ACCIDENT,Major,-87.73,41.87,15:00,4
ACCIDENT,Major,-87.73,41.87,16:00,3
ACCIDENT,Major,-87.73,41.87,17:00,7
ACCIDENT,Major,-87.73,41.87,18:00,3
ACCIDENT,Major,-87.73,41.87,19:00,4
ACCIDENT,Major,-87.73,41.87,20:00,5
ACCIDENT,Major,-87.73,41.87,21:00,3
