updated_type,updated_subtype,longitude,latitude,count
ACCIDENT,Major,-87.9,41.98,4
ACCIDENT,Major,-87.89,41.98,3
ACCIDENT,Major,-87.89,41.99,1
ACCIDENT,Major,-87.88,41.96,1
ACCIDENT,Major,-87.88,41.98,19
ACCIDENT,Major,-87.88,41.99,3
ACCIDENT,Major,-87.85,41.97,1
ACCIDENT,Major,-87.85,41.98,6
ACCIDENT,Major,-87.84,41.94,1
ACCIDENT,Major,-87.84,41.95,2
ACCIDENT,Major,-87.84,41.96,1
ACCIDENT,Major,-87.84,41.98,14
ACCIDENT,Major,-87.84,41.99,1
ACCIDENT,Major,-87.83,41.94,1
ACCIDENT,Major,-87.83,41.98,17
ACCIDENT,Major,-87.82,41.98,28
ACCIDENT,Major,-87.82,42.01,2
ACCIDENT,Major,-87.81,41.94,1
ACCIDENT,Major,-87.81,41.98,40
ACCIDENT,Major,-87.81,42.0,1
ACCIDENT,Major,-87.81,42.02,1
ACCIDENT,Major,-87.8,41.77,2
ACCIDENT,Major,-87.8,41.78,1
ACCIDENT,Major,-87.8,41.79,7
ACCIDENT,Major,-87.8,41.8,4
ACCIDENT,Major,-87.8,41.92,2
ACCIDENT,Major,-87.8,41.98,35
ACCIDENT,Major,-87.79,41.8,4
ACCIDENT,Major,-87.79,41.93,1
ACCIDENT,Major,-87.79,41.94,1
ACCIDENT,Major,-87.79,41.97,2
ACCIDENT,Major,-87.79,41.98,72
ACCIDENT,Major,-87.79,41.99,3
ACCIDENT,Major,-87.79,42.0,4
ACCIDENT,Major,-87.78,41.79,1
ACCIDENT,Major,-87.78,41.87,36
ACCIDENT,Major,-87.78,41.91,1
ACCIDENT,Major,-87.78,41.92,1
ACCIDENT,Major,-87.78,41.94,1
ACCIDENT,Major,-87.78,41.95,1
ACCIDENT,Major,-87.78,41.96,1
ACCIDENT,Major,-87.78,41.98,42
ACCIDENT,Major,-87.78,41.99,1
ACCIDENT,Major,-87.78,42.0,3
ACCIDENT,Major,-87.77,41.78,1
ACCIDENT,Major,-87.77,41.79,1
ACCIDENT,Major,-87.77,41.87,43
ACCIDENT,Major,-87.77,41.88,1
ACCIDENT,Major,-87.77,41.89,1
ACCIDENT,Major,-87.77,41.91,1
ACCIDENT,Major,-87.77,41.92,1
ACCIDENT,Major,-87.77,41.93,2
ACCIDENT,Major,-87.77,41.97,49
ACCIDENT,Major,-87.77,41.98,25
ACCIDENT,Major,-87.77,42.0,4
ACCIDENT,Major,-87.76,41.78,1
ACCIDENT,Major,-87.76,41.79,1
ACCIDENT,Major,-87.76,41.8,2
ACCIDENT,Major,-87.76,41.81,11
ACCIDENT,Major,-87.76,41.87,76
ACCIDENT,Major,-87.76,41.88,2
ACCIDENT,Major,-87.76,41.91,2
ACCIDENT,Major,-87.76,41.92,3
ACCIDENT,Major,-87.76,41.94,2
ACCIDENT,Major,-87.76,41.95,1
ACCIDENT,Major,-87.76,41.96,1
ACCIDENT,Major,-87.76,41.97,88
ACCIDENT,Major,-87.76,41.99,1
ACCIDENT,Major,-87.76,42.0,1
ACCIDENT,Major,-87.75,41.79,1
ACCIDENT,Major,-87.75,41.82,9
ACCIDENT,Major,-87.75,41.87,46
ACCIDENT,Major,-87.75,41.88,2
ACCIDENT,Major,-87.75,41.9,4
ACCIDENT,Major,-87.75,41.91,2
ACCIDENT,Major,-87.75,41.92,1
ACCIDENT,Major,-87.75,41.93,1
ACCIDENT,Major,-87.75,41.95,4
ACCIDENT,Major,-87.75,41.96,28
ACCIDENT,Major,-87.75,41.97,63
ACCIDENT,Major,-87.75,41.98,59
ACCIDENT,Major,-87.75,41.99,26
ACCIDENT,Major,-87.75,42.0,1
ACCIDENT,Major,-87.74,41.74,2
ACCIDENT,Major,-87.74,41.75,4
ACCIDENT,Major,-87.74,41.77,1
ACCIDENT,Major,-87.74,41.78,3
ACCIDENT,Major,-87.74,41.79,6
ACCIDENT,Major,-87.74,41.8,3
ACCIDENT,Major,-87.74,41.81,5
ACCIDENT,Major,-87.74,41.82,67
ACCIDENT,Major,-87.74,41.87,61
ACCIDENT,Major,-87.74,41.89,1
ACCIDENT,Major,-87.74,41.93,1
ACCIDENT,Major,-87.74,41.95,3
ACCIDENT,Major,-87.74,41.96,41
ACCIDENT,Major,-87.74,41.97,1
ACCIDENT,Major,-87.74,41.98,1
ACCIDENT,Major,-87.73,41.74,1
ACCIDENT,Major,-87.73,41.75,1
ACCIDENT,Major,-87.73,41.78,2
ACCIDENT,Major,-87.73,41.8,1
ACCIDENT,Major,-87.73,41.81,3
ACCIDENT,Major,-87.73,41.82,34
ACCIDENT,Major,-87.73,41.83,1
ACCIDENT,Major,-87.73,41.84,1
ACCIDENT,Major,-87.73,41.85,1
ACCIDENT,Major,-87.73,41.87,65
ACCIDENT,Major,-87.73,41.9,1
ACCIDENT,Major,-87.73,41.91,2
ACCIDENT,Major,-87.73,41.94,2
ACCIDENT,Major,-87.73,41.95,37
ACCIDENT,Major,-87.73,41.96,9
ACCIDENT,Major,-87.73,41.97,1
ACCIDENT,Major,-87.73,41.98,1
ACCIDENT,Major,-87.73,41.99,3
ACCIDENT,Major,-87.72,41.74,2
ACCIDENT,Major,-87.72,41.75,1
ACCIDENT,Major,-87.72,41.77,1
ACCIDENT,Major,-87.72,41.78,2
ACCIDENT,Major,-87.72,41.79,1
ACCIDENT,Major,-87.72,41.8,4
ACCIDENT,Major,-87.72,41.81,2
ACCIDENT,Major,-87.72,41.82,52
ACCIDENT,Major,-87.72,41.83,12
ACCIDENT,Major,-87.72,41.84,3
ACCIDENT,Major,-87.72,41.85,3
ACCIDENT,Major,-87.72,41.87,103
ACCIDENT,Major,-87.72,41.88,2
ACCIDENT,Major,-87.72,41.89,1
ACCIDENT,Major,-87.72,41.9,3
ACCIDENT,Major,-87.72,41.92,1
ACCIDENT,Major,-87.72,41.94,8
ACCIDENT,Major,-87.72,41.95,55
ACCIDENT,Major,-87.72,41.96,3
ACCIDENT,Major,-87.72,41.97,1
ACCIDENT,Major,-87.72,41.98,2
ACCIDENT,Major,-87.72,41.99,1
ACCIDENT,Major,-87.71,41.74,1
ACCIDENT,Major,-87.71,41.81,6
ACCIDENT,Major,-87.71,41.83,37
ACCIDENT,Major,-87.71,41.84,1
ACCIDENT,Major,-87.71,41.85,1
ACCIDENT,Major,-87.71,41.86,1
ACCIDENT,Major,-87.71,41.87,48
ACCIDENT,Major,-87.71,41.88,2
ACCIDENT,Major,-87.71,41.9,1
ACCIDENT,Major,-87.71,41.92,1
ACCIDENT,Major,-87.71,41.93,2
ACCIDENT,Major,-87.71,41.94,62
ACCIDENT,Major,-87.71,41.95,4
ACCIDENT,Major,-87.71,41.96,2
ACCIDENT,Major,-87.71,41.97,1
ACCIDENT,Major,-87.71,41.98,1
ACCIDENT,Major,-87.71,41.99,7
ACCIDENT,Major,-87.71,42.0,4
ACCIDENT,Major,-87.71,42.01,1
ACCIDENT,Major,-87.7,41.71,1
ACCIDENT,Major,-87.7,41.74,2
ACCIDENT,Major,-87.7,41.75,2
ACCIDENT,Major,-87.7,41.78,4
ACCIDENT,Major,-87.7,41.79,1
ACCIDENT,Major,-87.7,41.8,2
ACCIDENT,Major,-87.7,41.81,4
ACCIDENT,Major,-87.7,41.82,1
ACCIDENT,Major,-87.7,41.83,66
ACCIDENT,Major,-87.7,41.84,3
ACCIDENT,Major,-87.7,41.85,3
ACCIDENT,Major,-87.7,41.87,20
ACCIDENT,Major,-87.7,41.88,53
ACCIDENT,Major,-87.7,41.89,1
ACCIDENT,Major,-87.7,41.91,1
ACCIDENT,Major,-87.7,41.92,2
ACCIDENT,Major,-87.7,41.93,37
ACCIDENT,Major,-87.7,41.94,7
ACCIDENT,Major,-87.7,41.95,2
ACCIDENT,Major,-87.7,41.96,3
ACCIDENT,Major,-87.7,41.97,2
ACCIDENT,Major,-87.7,41.98,2
ACCIDENT,Major,-87.7,41.99,2
ACCIDENT,Major,-87.7,42.0,7
ACCIDENT,Major,-87.7,42.01,2
ACCIDENT,Major,-87.7,42.02,1
ACCIDENT,Major,-87.69,41.7,1
ACCIDENT,Major,-87.69,41.71,1
ACCIDENT,Major,-87.69,41.78,2
ACCIDENT,Major,-87.69,41.8,1
ACCIDENT,Major,-87.69,41.81,1
ACCIDENT,Major,-87.69,41.83,30
ACCIDENT,Major,-87.69,41.84,3
ACCIDENT,Major,-87.69,41.85,1
ACCIDENT,Major,-87.69,41.86,1
ACCIDENT,Major,-87.69,41.87,5
ACCIDENT,Major,-87.69,41.88,32
ACCIDENT,Major,-87.69,41.89,2
ACCIDENT,Major,-87.69,41.91,1
ACCIDENT,Major,-87.69,41.92,2
ACCIDENT,Major,-87.69,41.93,47
ACCIDENT,Major,-87.69,41.94,2
ACCIDENT,Major,-87.69,41.95,6
ACCIDENT,Major,-87.69,41.96,6
ACCIDENT,Major,-87.69,41.97,5
ACCIDENT,Major,-87.69,41.98,4
ACCIDENT,Major,-87.69,41.99,2
ACCIDENT,Major,-87.69,42.0,3
ACCIDENT,Major,-87.69,42.01,1
ACCIDENT,Major,-87.68,41.71,1
ACCIDENT,Major,-87.68,41.73,1
ACCIDENT,Major,-87.68,41.76,1
ACCIDENT,Major,-87.68,41.77,2
ACCIDENT,Major,-87.68,41.78,2
ACCIDENT,Major,-87.68,41.79,1
ACCIDENT,Major,-87.68,41.8,4
ACCIDENT,Major,-87.68,41.82,3
ACCIDENT,Major,-87.68,41.83,6
ACCIDENT,Major,-87.68,41.84,48
ACCIDENT,Major,-87.68,41.85,3
ACCIDENT,Major,-87.68,41.87,1
ACCIDENT,Major,-87.68,41.88,85
ACCIDENT,Major,-87.68,41.89,3
ACCIDENT,Major,-87.68,41.9,1
ACCIDENT,Major,-87.68,41.91,5
ACCIDENT,Major,-87.68,41.92,25
ACCIDENT,Major,-87.68,41.93,12
ACCIDENT,Major,-87.68,41.94,1
ACCIDENT,Major,-87.68,41.95,13
ACCIDENT,Major,-87.68,41.96,3
ACCIDENT,Major,-87.68,41.97,1
ACCIDENT,Major,-87.68,41.98,3
ACCIDENT,Major,-87.68,42.0,3
ACCIDENT,Major,-87.68,42.01,2
ACCIDENT,Major,-87.68,42.02,2
ACCIDENT,Major,-87.67,41.69,2
ACCIDENT,Major,-87.67,41.77,1
ACCIDENT,Major,-87.67,41.79,1
ACCIDENT,Major,-87.67,41.81,1
ACCIDENT,Major,-87.67,41.82,1
ACCIDENT,Major,-87.67,41.83,2
ACCIDENT,Major,-87.67,41.84,45
ACCIDENT,Major,-87.67,41.85,4
ACCIDENT,Major,-87.67,41.86,2
ACCIDENT,Major,-87.67,41.87,9
ACCIDENT,Major,-87.67,41.88,83
ACCIDENT,Major,-87.67,41.89,3
ACCIDENT,Major,-87.67,41.9,5
ACCIDENT,Major,-87.67,41.91,40
ACCIDENT,Major,-87.67,41.92,54
ACCIDENT,Major,-87.67,41.93,8
ACCIDENT,Major,-87.67,41.95,3
ACCIDENT,Major,-87.67,41.96,1
ACCIDENT,Major,-87.67,41.97,2
ACCIDENT,Major,-87.67,41.98,2
ACCIDENT,Major,-87.67,41.99,7
ACCIDENT,Major,-87.67,42.0,1
ACCIDENT,Major,-87.67,42.01,2
ACCIDENT,Major,-87.67,42.02,1
ACCIDENT,Major,-87.66,41.68,5
ACCIDENT,Major,-87.66,41.69,9
ACCIDENT,Major,-87.66,41.7,9
ACCIDENT,Major,-87.66,41.71,4
ACCIDENT,Major,-87.66,41.72,2
ACCIDENT,Major,-87.66,41.73,1
ACCIDENT,Major,-87.66,41.75,2
ACCIDENT,Major,-87.66,41.76,1
ACCIDENT,Major,-87.66,41.77,2
ACCIDENT,Major,-87.66,41.81,1
ACCIDENT,Major,-87.66,41.84,36
ACCIDENT,Major,-87.66,41.85,1
ACCIDENT,Major,-87.66,41.86,5
ACCIDENT,Major,-87.66,41.87,3
ACCIDENT,Major,-87.66,41.88,123
ACCIDENT,Major,-87.66,41.89,20
ACCIDENT,Major,-87.66,41.9,360
ACCIDENT,Major,-87.66,41.91,49
ACCIDENT,Major,-87.66,41.92,1
ACCIDENT,Major,-87.66,41.93,4
ACCIDENT,Major,-87.66,41.95,1
ACCIDENT,Major,-87.66,41.96,4
ACCIDENT,Major,-87.66,41.97,2
ACCIDENT,Major,-87.66,41.98,4
ACCIDENT,Major,-87.66,41.99,9
ACCIDENT,Major,-87.66,42.0,4
ACCIDENT,Major,-87.66,42.01,1
ACCIDENT,Major,-87.66,42.02,2
ACCIDENT,Major,-87.65,41.7,1
ACCIDENT,Major,-87.65,41.71,4
ACCIDENT,Major,-87.65,41.74,5
ACCIDENT,Major,-87.65,41.76,1
ACCIDENT,Major,-87.65,41.77,1
ACCIDENT,Major,-87.65,41.82,1
ACCIDENT,Major,-87.65,41.83,1
ACCIDENT,Major,-87.65,41.84,18
ACCIDENT,Major,-87.65,41.85,68
ACCIDENT,Major,-87.65,41.86,3
ACCIDENT,Major,-87.65,41.87,62
ACCIDENT,Major,-87.65,41.88,192
ACCIDENT,Major,-87.65,41.89,145
ACCIDENT,Major,-87.65,41.9,2
ACCIDENT,Major,-87.65,41.92,1
ACCIDENT,Major,-87.65,41.93,3
ACCIDENT,Major,-87.65,41.95,1
ACCIDENT,Major,-87.65,41.96,9
ACCIDENT,Major,-87.65,41.97,5
ACCIDENT,Major,-87.65,41.98,2
ACCIDENT,Major,-87.65,41.99,4
ACCIDENT,Major,-87.64,41.71,20
ACCIDENT,Major,-87.64,41.72,11
ACCIDENT,Major,-87.64,41.73,1
ACCIDENT,Major,-87.64,41.74,2
ACCIDENT,Major,-87.64,41.76,1
ACCIDENT,Major,-87.64,41.78,1
ACCIDENT,Major,-87.64,41.79,3
ACCIDENT,Major,-87.64,41.8,1
ACCIDENT,Major,-87.64,41.83,11
ACCIDENT,Major,-87.64,41.84,1
ACCIDENT,Major,-87.64,41.85,157
ACCIDENT,Major,-87.64,41.86,161
ACCIDENT,Major,-87.64,41.87,225
ACCIDENT,Major,-87.64,41.88,32
ACCIDENT,Major,-87.64,41.89,18
ACCIDENT,Major,-87.64,41.9,5
ACCIDENT,Major,-87.64,41.91,1
ACCIDENT,Major,-87.64,41.92,2
ACCIDENT,Major,-87.64,41.93,3
ACCIDENT,Major,-87.64,41.94,8
ACCIDENT,Major,-87.64,41.95,7
ACCIDENT,Major,-87.63,41.69,1
ACCIDENT,Major,-87.63,41.71,6
ACCIDENT,Major,-87.63,41.72,20
ACCIDENT,Major,-87.63,41.73,2
ACCIDENT,Major,-87.63,41.74,42
ACCIDENT,Major,-87.63,41.75,31
ACCIDENT,Major,-87.63,41.76,85
ACCIDENT,Major,-87.63,41.77,79
ACCIDENT,Major,-87.63,41.78,135
ACCIDENT,Major,-87.63,41.79,108
ACCIDENT,Major,-87.63,41.8,79
ACCIDENT,Major,-87.63,41.81,143
ACCIDENT,Major,-87.63,41.82,102
ACCIDENT,Major,-87.63,41.83,63
ACCIDENT,Major,-87.63,41.84,119
ACCIDENT,Major,-87.63,41.85,86
ACCIDENT,Major,-87.63,41.86,15
ACCIDENT,Major,-87.63,41.87,8
ACCIDENT,Major,-87.63,41.88,12
ACCIDENT,Major,-87.63,41.89,8
ACCIDENT,Major,-87.63,41.9,2
ACCIDENT,Major,-87.63,41.91,15
ACCIDENT,Major,-87.63,41.92,9
ACCIDENT,Major,-87.63,41.93,7
ACCIDENT,Major,-87.63,41.94,4
ACCIDENT,Major,-87.62,41.7,1
ACCIDENT,Major,-87.62,41.71,19
ACCIDENT,Major,-87.62,41.72,50
ACCIDENT,Major,-87.62,41.73,77
ACCIDENT,Major,-87.62,41.74,49
ACCIDENT,Major,-87.62,41.75,48
ACCIDENT,Major,-87.62,41.76,9
ACCIDENT,Major,-87.62,41.77,7
ACCIDENT,Major,-87.62,41.79,1
ACCIDENT,Major,-87.62,41.82,2
ACCIDENT,Major,-87.62,41.84,1
ACCIDENT,Major,-87.62,41.85,37
ACCIDENT,Major,-87.62,41.86,10
ACCIDENT,Major,-87.62,41.87,17
ACCIDENT,Major,-87.62,41.88,16
ACCIDENT,Major,-87.62,41.89,9
ACCIDENT,Major,-87.62,41.9,30
ACCIDENT,Major,-87.62,41.91,3
ACCIDENT,Major,-87.61,41.69,2
ACCIDENT,Major,-87.61,41.7,1
ACCIDENT,Major,-87.61,41.71,81
ACCIDENT,Major,-87.61,41.73,1
ACCIDENT,Major,-87.61,41.76,1
ACCIDENT,Major,-87.61,41.77,1
ACCIDENT,Major,-87.61,41.79,3
ACCIDENT,Major,-87.61,41.8,1
ACCIDENT,Major,-87.61,41.81,1
ACCIDENT,Major,-87.61,41.83,3
ACCIDENT,Major,-87.61,41.84,8
ACCIDENT,Major,-87.61,41.85,18
ACCIDENT,Major,-87.61,41.88,1
ACCIDENT,Major,-87.61,41.89,13
ACCIDENT,Major,-87.6,41.67,54
ACCIDENT,Major,-87.6,41.68,35
ACCIDENT,Major,-87.6,41.69,52
ACCIDENT,Major,-87.6,41.7,33
ACCIDENT,Major,-87.6,41.71,21
ACCIDENT,Major,-87.6,41.72,2
ACCIDENT,Major,-87.6,41.75,1
ACCIDENT,Major,-87.6,41.76,2
ACCIDENT,Major,-87.6,41.78,1
ACCIDENT,Major,-87.6,41.8,1
ACCIDENT,Major,-87.6,41.82,6
ACCIDENT,Major,-87.6,41.83,1
ACCIDENT,Major,-87.6,41.84,5
ACCIDENT,Major,-87.59,41.66,63
ACCIDENT,Major,-87.59,41.67,9
ACCIDENT,Major,-87.59,41.7,26
ACCIDENT,Major,-87.59,41.71,32
ACCIDENT,Major,-87.59,41.72,7
ACCIDENT,Major,-87.59,41.73,1
ACCIDENT,Major,-87.59,41.74,3
ACCIDENT,Major,-87.59,41.75,2
ACCIDENT,Major,-87.59,41.76,1
ACCIDENT,Major,-87.59,41.77,2
ACCIDENT,Major,-87.59,41.79,3
ACCIDENT,Major,-87.59,41.81,8
ACCIDENT,Major,-87.59,41.82,1
ACCIDENT,Major,-87.58,41.65,26
ACCIDENT,Major,-87.58,41.66,4
ACCIDENT,Major,-87.58,41.71,8
ACCIDENT,Major,-87.58,41.72,6
ACCIDENT,Major,-87.58,41.75,2
ACCIDENT,Major,-87.58,41.77,1
ACCIDENT,Major,-87.58,41.79,7
ACCIDENT,Major,-87.58,41.8,7
ACCIDENT,Major,-87.57,41.66,4
ACCIDENT,Major,-87.57,41.74,1
ACCIDENT,Major,-87.57,41.77,1
ACCIDENT,Major,-87.57,41.78,3
ACCIDENT,Major,-87.56,41.65,1
ACCIDENT,Major,-87.56,41.66,1
ACCIDENT,Major,-87.56,41.69,1
ACCIDENT,Major,-87.56,41.73,1
ACCIDENT,Minor,-87.9,41.98,1
ACCIDENT,Minor,-87.89,41.98,1
ACCIDENT,Minor,-87.88,41.96,3
ACCIDENT,Minor,-87.88,41.98,5
ACCIDENT,Minor,-87.85,41.97,2
ACCIDENT,Minor,-87.85,41.99,1
ACCIDENT,Minor,-87.84,41.94,3
ACCIDENT,Minor,-87.84,41.95,8
ACCIDENT,Minor,-87.84,41.96,2
ACCIDENT,Minor,-87.84,41.98,4
ACCIDENT,Minor,-87.84,41.99,1
ACCIDENT,Minor,-87.83,41.98,5
ACCIDENT,Minor,-87.82,41.95,1
ACCIDENT,Minor,-87.82,41.97,1
ACCIDENT,Minor,-87.82,41.98,9
ACCIDENT,Minor,-87.82,42.0,2
ACCIDENT,Minor,-87.81,41.92,1
ACCIDENT,Minor,-87.81,41.94,2
ACCIDENT,Minor,-87.81,41.95,2
ACCIDENT,Minor,-87.81,41.97,2
ACCIDENT,Minor,-87.81,41.98,10
ACCIDENT,Minor,-87.81,42.02,2
ACCIDENT,Minor,-87.8,41.78,4
ACCIDENT,Minor,-87.8,41.79,6
ACCIDENT,Minor,-87.8,41.8,3
ACCIDENT,Minor,-87.8,41.92,1
ACCIDENT,Minor,-87.8,41.93,2
ACCIDENT,Minor,-87.8,41.94,1
ACCIDENT,Minor,-87.8,41.95,3
ACCIDENT,Minor,-87.8,41.98,13
ACCIDENT,Minor,-87.8,42.0,3
ACCIDENT,Minor,-87.79,41.79,2
ACCIDENT,Minor,-87.79,41.91,1
ACCIDENT,Minor,-87.79,41.92,1
ACCIDENT,Minor,-87.79,41.93,1
ACCIDENT,Minor,-87.79,41.95,2
ACCIDENT,Minor,-87.79,41.98,25
ACCIDENT,Minor,-87.79,41.99,1
ACCIDENT,Minor,-87.79,42.0,3
ACCIDENT,Minor,-87.78,41.79,2
ACCIDENT,Minor,-87.78,41.87,7
ACCIDENT,Minor,-87.78,41.92,2
ACCIDENT,Minor,-87.78,41.94,1
ACCIDENT,Minor,-87.78,41.95,3
ACCIDENT,Minor,-87.78,41.97,1
ACCIDENT,Minor,-87.78,41.98,12
ACCIDENT,Minor,-87.78,41.99,1
ACCIDENT,Minor,-87.78,42.0,1
ACCIDENT,Minor,-87.78,42.01,1
ACCIDENT,Minor,-87.77,41.79,2
ACCIDENT,Minor,-87.77,41.87,21
ACCIDENT,Minor,-87.77,41.89,1
ACCIDENT,Minor,-87.77,41.9,2
ACCIDENT,Minor,-87.77,41.91,1
ACCIDENT,Minor,-87.77,41.92,1
ACCIDENT,Minor,-87.77,41.93,2
ACCIDENT,Minor,-87.77,41.94,1
ACCIDENT,Minor,-87.77,41.96,2
ACCIDENT,Minor,-87.77,41.97,8
ACCIDENT,Minor,-87.77,41.98,8
ACCIDENT,Minor,-87.77,41.99,2
ACCIDENT,Minor,-87.77,42.0,1
ACCIDENT,Minor,-87.76,41.78,1
ACCIDENT,Minor,-87.76,41.8,4
ACCIDENT,Minor,-87.76,41.81,4
ACCIDENT,Minor,-87.76,41.87,12
ACCIDENT,Minor,-87.76,41.88,1
ACCIDENT,Minor,-87.76,41.89,4
ACCIDENT,Minor,-87.76,41.9,1
ACCIDENT,Minor,-87.76,41.92,3
ACCIDENT,Minor,-87.76,41.93,1
ACCIDENT,Minor,-87.76,41.95,2
ACCIDENT,Minor,-87.76,41.96,2
ACCIDENT,Minor,-87.76,41.97,26
ACCIDENT,Minor,-87.76,41.98,2
ACCIDENT,Minor,-87.76,42.0,5
ACCIDENT,Minor,-87.75,41.81,2
ACCIDENT,Minor,-87.75,41.82,2
ACCIDENT,Minor,-87.75,41.87,8
ACCIDENT,Minor,-87.75,41.88,1
ACCIDENT,Minor,-87.75,41.89,4
ACCIDENT,Minor,-87.75,41.9,1
ACCIDENT,Minor,-87.75,41.91,2
ACCIDENT,Minor,-87.75,41.92,3
ACCIDENT,Minor,-87.75,41.93,1
ACCIDENT,Minor,-87.75,41.94,2
ACCIDENT,Minor,-87.75,41.95,2
ACCIDENT,Minor,-87.75,41.96,27
ACCIDENT,Minor,-87.75,41.97,28
ACCIDENT,Minor,-87.75,41.98,18
ACCIDENT,Minor,-87.75,41.99,15
ACCIDENT,Minor,-87.74,41.75,3
ACCIDENT,Minor,-87.74,41.77,1
ACCIDENT,Minor,-87.74,41.78,11
ACCIDENT,Minor,-87.74,41.79,5
ACCIDENT,Minor,-87.74,41.8,2
ACCIDENT,Minor,-87.74,41.81,4
ACCIDENT,Minor,-87.74,41.82,23
ACCIDENT,Minor,-87.74,41.84,2
ACCIDENT,Minor,-87.74,41.87,10
ACCIDENT,Minor,-87.74,41.88,3
ACCIDENT,Minor,-87.74,41.89,1
ACCIDENT,Minor,-87.74,41.9,1
ACCIDENT,Minor,-87.74,41.91,4
ACCIDENT,Minor,-87.74,41.95,6
ACCIDENT,Minor,-87.74,41.96,38
ACCIDENT,Minor,-87.74,41.97,1
ACCIDENT,Minor,-87.74,41.98,1
ACCIDENT,Minor,-87.74,41.99,1
ACCIDENT,Minor,-87.74,42.0,1
ACCIDENT,Minor,-87.73,41.75,1
ACCIDENT,Minor,-87.73,41.77,1
ACCIDENT,Minor,-87.73,41.78,5
ACCIDENT,Minor,-87.73,41.81,1
ACCIDENT,Minor,-87.73,41.82,13
ACCIDENT,Minor,-87.73,41.84,1
ACCIDENT,Minor,-87.73,41.87,20
ACCIDENT,Minor,-87.73,41.88,1
ACCIDENT,Minor,-87.73,41.91,2
ACCIDENT,Minor,-87.73,41.92,3
ACCIDENT,Minor,-87.73,41.93,1
ACCIDENT,Minor,-87.73,41.94,3
ACCIDENT,Minor,-87.73,41.95,24
ACCIDENT,Minor,-87.73,41.96,11
ACCIDENT,Minor,-87.73,41.97,1
ACCIDENT,Minor,-87.73,41.98,2
ACCIDENT,Minor,-87.73,41.99,1
ACCIDENT,Minor,-87.73,42.0,2
ACCIDENT,Minor,-87.72,41.68,1
ACCIDENT,Minor,-87.72,41.74,1
ACCIDENT,Minor,-87.72,41.77,2
ACCIDENT,Minor,-87.72,41.78,1
ACCIDENT,Minor,-87.72,41.79,1
ACCIDENT,Minor,-87.72,41.8,5
ACCIDENT,Minor,-87.72,41.81,7
ACCIDENT,Minor,-87.72,41.82,13
ACCIDENT,Minor,-87.72,41.83,10
ACCIDENT,Minor,-87.72,41.85,1
ACCIDENT,Minor,-87.72,41.86,1
ACCIDENT,Minor,-87.72,41.87,14
ACCIDENT,Minor,-87.72,41.88,3
ACCIDENT,Minor,-87.72,41.9,4
ACCIDENT,Minor,-87.72,41.91,2
ACCIDENT,Minor,-87.72,41.93,1
ACCIDENT,Minor,-87.72,41.94,10
ACCIDENT,Minor,-87.72,41.95,39
ACCIDENT,Minor,-87.72,41.96,1
ACCIDENT,Minor,-87.72,41.98,2
ACCIDENT,Minor,-87.72,41.99,2
ACCIDENT,Minor,-87.72,42.0,8
ACCIDENT,Minor,-87.71,41.69,1
ACCIDENT,Minor,-87.71,41.74,1
ACCIDENT,Minor,-87.71,41.8,1
ACCIDENT,Minor,-87.71,41.81,1
ACCIDENT,Minor,-87.71,41.83,6
ACCIDENT,Minor,-87.71,41.84,1
ACCIDENT,Minor,-87.71,41.85,1
ACCIDENT,Minor,-87.71,41.87,11
ACCIDENT,Minor,-87.71,41.9,2
ACCIDENT,Minor,-87.71,41.91,1
ACCIDENT,Minor,-87.71,41.92,1
ACCIDENT,Minor,-87.71,41.93,6
ACCIDENT,Minor,-87.71,41.94,20
ACCIDENT,Minor,-87.71,41.95,6
ACCIDENT,Minor,-87.71,41.96,1
ACCIDENT,Minor,-87.71,41.97,1
ACCIDENT,Minor,-87.71,41.98,2
ACCIDENT,Minor,-87.71,41.99,7
ACCIDENT,Minor,-87.71,42.0,4
ACCIDENT,Minor,-87.7,41.74,1
ACCIDENT,Minor,-87.7,41.75,2
ACCIDENT,Minor,-87.7,41.77,1
ACCIDENT,Minor,-87.7,41.78,1
ACCIDENT,Minor,-87.7,41.79,1
ACCIDENT,Minor,-87.7,41.8,1
ACCIDENT,Minor,-87.7,41.81,1
ACCIDENT,Minor,-87.7,41.83,17
ACCIDENT,Minor,-87.7,41.84,1
ACCIDENT,Minor,-87.7,41.86,1
ACCIDENT,Minor,-87.7,41.87,3
ACCIDENT,Minor,-87.7,41.88,10
ACCIDENT,Minor,-87.7,41.89,2
ACCIDENT,Minor,-87.7,41.9,4
ACCIDENT,Minor,-87.7,41.91,1
ACCIDENT,Minor,-87.7,41.92,3
ACCIDENT,Minor,-87.7,41.93,10
ACCIDENT,Minor,-87.7,41.94,13
ACCIDENT,Minor,-87.7,41.95,4
ACCIDENT,Minor,-87.7,41.96,1
ACCIDENT,Minor,-87.7,41.98,1
ACCIDENT,Minor,-87.7,41.99,4
ACCIDENT,Minor,-87.7,42.0,4
ACCIDENT,Minor,-87.69,41.69,1
ACCIDENT,Minor,-87.69,41.75,1
ACCIDENT,Minor,-87.69,41.79,1
ACCIDENT,Minor,-87.69,41.82,1
ACCIDENT,Minor,-87.69,41.83,9
ACCIDENT,Minor,-87.69,41.84,2
ACCIDENT,Minor,-87.69,41.85,2
ACCIDENT,Minor,-87.69,41.87,2
ACCIDENT,Minor,-87.69,41.88,12
